movie_id,title,genres,year,tmdb_id,imdb_id,overview,tagline,tmdb_rating,tmdb_votes,imdb_rating,imdb_votes,keywords,cast,director
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996,10607,tt0116126,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?","Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",6.2,192.0,6.6,54374.0,date slang hip-hop cousin parody hood gang social satire racism gangster,ShawnWayans MarlonWayans TraceyCherelleJones ChrisSpencer ,ParisBarclay
64,Two if by Sea (1996),Comedy|Romance,1996,19760,tt0118002,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.","A new comedy about love, laughter, and larceny",4.5,14.0,5.2,5827.0,island painting thief seasickness,SandraBullock DenisLeary YaphetKotto StephenDillane ,BillBennett
65,Bio-Dome (1996),Comedy,1996,9536,tt0115683,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",Bud and Doyle are here to save the world. But who's gonna save the world from Bud and Doyle?,4.4,110.0,4.3,27476.0,biotope vegetarian pollution,PaulyShore StephenBaldwin JoeyLaurenAdams TeresaHill ,JasonBloom
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996,11525,tt0116839,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.","God made him simple. Science made him a god. Now, he wants revenge.",2.8,32.0,2.5,9562.0,hacker virtual reality computer sword fight,PatrickBergin MattFrewer AustinO'Brien ElyPouget ,FarhadMann
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,4482,tt0113149,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",,6.0,43.0,6.4,4937.0,love triangle southern france estate agent menage a trois van woman director,VictoriaAbril JosianeBalasko AlainChabat TickyHolgado ,JosianeBalasko
69,Friday (1995),Comedy,1995,10634,tt0113118,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",A lot can go down between thursday and saturday...,7.0,513.0,7.3,109997.0,rap music parent child relationship rapper job,IceCube ChrisTucker NiaLong TomListerJr. ,F.GaryGray
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996,755,tt0116367,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",One night is all that stands between them and freedom. But it's going to be a hell of a night.,6.9,1644.0,7.2,305963.0,dancing brother brother relationship sexual obsession showdown sheriff eroticism nudity bank robber vampire holy water siege stripper priest explosion extreme violence bank robbery preacher hostage situation crucifix recreational vehicle blood spurting convenience store female vampire mexican american border nightclub entertainer boa constrictor,GeorgeClooney QuentinTarantino HarveyKeitel JulietteLewis ,RobertRodriguez
71,Fair Game (1995),Action,1995,11859,tt0113010,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...,4.1,54.0,4.3,12875.0,bomb miami sex detective handcuffs based on novel hostage fbi kidnapping russian kgb chase sadism parking garage pizza police protection psychopath remake car crash conspiracy on the run fugitive shootout gunfight sadist foot chase police detective police station car chase held at gunpoint fbi agent double cross cult film computer hacker machine gun swat team grenade launcher underwater scene rogue agent woman lawyer damsel in distress,WilliamBaldwin CindyCrawford StevenBerkoff ChristopherMcDonald ,AndrewSipes
72,Kicking and Screaming (1995),Comedy|Drama,1995,28387,tt0113537,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",Anxiety loves company.,7.0,36.0,6.7,13357.0,college,JoshHamilton Oliviad'Abo CarlosJacott EricStoltz ,NoahBaumbach
73,"Misérables, Les (1995)",Drama|War,1995,48750,tt0113828,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.","In a time of chaos, in a world of change, he was moved by a book he could not read to become a hero he never imagined.",6.6,8.0,7.5,3807.0,paris nun boxer lawyer jewish,Jean-PaulBelmondo MichelBoujenah AlessandraMartines SaloméLelouch ,ClaudeLelouch
74,Bed of Roses (1996),Drama|Romance,1996,20927,tt0115644,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",He gave her flowers. She gave him a chance.,5.1,27.0,6.1,8296.0,florist family relationships,ChristianSlater MaryStuartMasterson PamelaAdlon JoshBrolin ,MichaelGoldenberg
75,Big Bully (1996),Comedy|Drama,1996,36929,tt0115676,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",A comedy for the kid in all of us.,3.9,16.0,4.7,5092.0,bully,RickMoranis TomArnold JuliannePhillips CarolKane ,SteveMiner
76,Screamers (1995),Action|Sci-Fi|Thriller,1995,9102,tt0114367,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",The last scream you hear will be your own.,6.1,154.0,6.3,26862.0,man vs machine alien planet struggle for survival,PeterWeller RoyDupuis JenniferRubin AndrewLauer ,ChristianDuguay
77,Nico Icon (1995),Documentary,1995,124626,tt0113973,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",,7.3,3.0,7.2,714.0,,Nico TinaAumont JacksonBrowne JohnCale ,SusanneOfteringer
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995,27526,tt0112744,"After his daughter died in a hit and run, Freddy Gale has waited six years for John Booth, the man responsible, to be released from prison. On the day of release, Gale visits Booth and announces that he will kill him in one week. Booth uses his time to try and make peace with himself and his entourage, and even finds romance. Gale, whose life is spiraling down because of his obsession towards Booth, will bring himself on the very edge of sanity. At he end of the week, both men will find themselves on a collision course with each other.","...some lives cross, others collide.",6.1,74.0,6.3,13468.0,loss of daughter hit-and-run driving  revenge suspense independent film tragedy,JackNicholson DavidMorse AnjelicaHuston RobinWright ,SeanPenn
79,"Juror, The (1996)",Drama|Thriller,1996,9623,tt0116731,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",There is no defense.,5.5,91.0,5.7,18568.0,jurors blackmail court case son trial courtroom,DemiMoore AlecBaldwin JosephGordon-Levitt AnneHeche ,BrianGibson
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995,46785,tt0112445,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,,7.5,20.0,7.7,7369.0,fish money celebration goldfish,AidaMohammadkhani MohsenKafili FereshtehSadreOrafaiy AnnaBorkowska ,JafarPanahi
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995,400,tt0114660,A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.”,Protect. Love. Honor. Avenge.,6.7,87.0,6.8,27508.0,father son relationship bounty hunter boat way of life coffin denver godmother paranoia hitman friendship psychopath revenge murder independent film mafia diner blood gangster violence illegal prostitution extramarital affair,AndyGarcía ChristopherLloyd WilliamForsythe BillNunn ,GaryFleder
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995,880,tt0112379,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",A motion picture that celebrates everything you love about life.,7.2,26.0,7.4,8786.0,suicide underdog free love philosophy rape mentally disabled loss of mother village life world war ii feminism indian summer  family history widow peasant village mathematics freedom right and justice single homosexuality mother daughter relationship domestic violence university woman director,WillekevanAmmelrooy ElsDottermans DoravanderGroen VeerlevanOverloop ,MarleenGorris
